,video_id,smile_prob,angry_prob,sob_prob,sentiment
0,3C66w5Z0ixs,0.9012811183929444,0.031124398112297055,0.06759455054998398,smile
1,M9Pmf9AB4Mo,0.8235982656478882,0.09566545486450197,0.08073622733354567,smile
2,J78aPJ3VyNs,0.8032026290893555,0.052793651819229126,0.1440037190914154,smile
3,kXLn3HkpjaA,0.8897610306739807,0.031438816338777535,0.07880023121833801,smile
4,VIUo6yapDbc,0.8865470886230469,0.03703076764941216,0.07642213255167007,smile
5,w-aidBdvZo8,0.8362320065498352,0.06204571574926376,0.10172218829393387,smile
6,uet14uf9NsE,0.9173653721809388,0.028876515105366707,0.0537581592798233,smile
7,ua4QMFQATco,0.7693511247634888,0.1141437441110611,0.11650510132312775,smile
8,SnsPZj91R7E,0.9069547653198242,0.03356790542602539,0.059477347880601876,smile
9,SsWHMAhshPQ,0.7396388649940491,0.06963013857603073,0.1907309740781784,smile
10,49Z6Mv4_WCA,0.8460114002227783,0.06530176848173141,0.08868686854839325,smile
11,nt3VVyv5pxQ,0.8808293342590332,0.04709506779909134,0.07207565009593964,smile
12,I6hswz4rIrU,0.8347803354263306,0.04630566388368607,0.11891403794288635,smile
13,W7VK4DUHvKU,0.9103639721870422,0.029929881915450093,0.059706088155508034,smile
14,W9Aen8hG20Y,0.8812547326087952,0.04199009761214256,0.07675521820783615,smile
15,BNeDH6UTmXw,0.8855631947517395,0.040030606091022485,0.0744062066078186,smile
16,6TIsR_7nrNc,0.8258821964263916,0.06515054404735565,0.10896721482276917,smile
17,gPdUslndvVI,0.5649756193161011,0.2294547110795975,0.20556966960430145,smile
18,GTp-0S82guE,0.4426238834857941,0.3932770788669586,0.16409899294376373,smile
19,jbGRowa5tIk,0.8341038823127747,0.048712413758039474,0.11718375235795975,smile
20,vePc5V4h_kg,0.8367485404014587,0.07082981616258621,0.0924217253923416,smile
21,5WjcDji3xYc,0.8788574934005737,0.03874058276414871,0.08240190893411636,smile
22,FopIxceEr8g,0.819564700126648,0.072965107858181,0.10747015476226808,smile
23,p7HGUZWq_8s,0.9108952283859252,0.03085060976445675,0.0582541860640049,smile
24,AMXT1ok5UBg,0.8174492120742798,0.06413228064775467,0.11841855198144913,smile
25,z5l8ovbw_6M,0.8409293293952942,0.05423837900161743,0.10483229905366898,smile
26,2avPJ9TZNmU,0.8914129734039307,0.029934432357549667,0.07865259051322937,smile
27,PT6hPvOqTYc,0.8138750791549683,0.043979275971651084,0.14214566349983215,smile
28,9nidKH8cM38,0.7695940136909485,0.06078307330608367,0.16962289810180664,smile
29,CezxKs9YLv0,0.8973150253295898,0.03346651419997215,0.0692184716463089,smile
30,GYeKX_LPY9U,0.9122324585914612,0.03129580616950989,0.05647167563438416,smile
31,9AecsACtkB4,0.6229909658432007,0.2415168583393097,0.13549211621284485,smile
32,aG8QsfDisdg,0.5389103293418884,0.22229371964931488,0.2387959212064743,smile
33,GGEBtW2mWOk,0.8388703465461731,0.04688841849565506,0.11424115300178528,smile
34,kgkALngcgnE,0.9069559574127196,0.029379241168498993,0.06366482377052307,smile
35,5V2B28OqfqM,0.7404147386550903,0.1214899718761444,0.13809522986412048,smile
36,Mle7n1PuH9o,0.86812824010849,0.04346763715147972,0.08840413391590117,smile
37,IuMAHR0OtH4,0.886778712272644,0.039768725633621216,0.07345262169837953,smile
38,n_8hxS_7Vis,0.8590720295906067,0.0663391575217247,0.0745888277888298,smile
39,OQZ5ht79nEw,0.8710522055625916,0.05917350202798844,0.06977434456348419,smile
40,zHPVGSwLhcg,0.8394207954406738,0.0668773353099823,0.09370186179876328,smile
41,gi3VMMiFHVg,0.712884783744812,0.17775864899158478,0.109356589615345,smile
42,p6RatnMhDj8,0.8908535242080688,0.03427084535360336,0.07487566769123077,smile
43,zrsBjYukE8s,0.908658802509308,0.02986167930066585,0.061479523777961724,smile
44,N5KpIE2tz8M,0.796686589717865,0.08625198155641556,0.11706142872571945,smile
45,XsmkTqsygD4,0.8967468738555908,0.03242799639701843,0.07082514464855194,smile
46,KX06ksuS6Xo,0.8675713539123535,0.03680543974041939,0.09562324732542038,smile
47,yVdH3QacEXc,0.8421160578727722,0.03899149969220162,0.1188923642039299,smile
48,hsm4poTWjMs,0.7510825395584106,0.08480294793844223,0.16411447525024414,smile
49,9wDhKJsF5Zk,0.7650625109672546,0.09249398112297058,0.14244352281093595,smile
50,Tujt4APHPzo,0.9199782013893129,0.031031304970383644,0.048990398645400994,smile
51,rs2Rcu0s_2k,0.8463577628135681,0.04323239251971245,0.1104099377989769,smile
52,RQqJeIyyQBs,0.8746235370635986,0.05215485766530037,0.0732215866446495,smile
53,1mZ1f_8YOEc,0.4795236885547638,0.17600136995315552,0.3444749414920807,smile
54,lIgtAxmA800,0.8420319557189941,0.045742079615592963,0.11222594231367113,smile
55,JJk1ji23Ey8,0.8377084732055664,0.04632962867617607,0.11596184223890305,smile
56,8fUGbilT5MQ,0.8925691843032837,0.034011907875537865,0.07341888546943665,smile
57,JNJN5HMkRao,0.9258052110671996,0.02243233472108841,0.05176245048642159,smile
58,xNFEor9dhY0,0.9052455425262452,0.03438809141516685,0.06036636605858803,smile
59,6IN4ZcZAUbA,0.6958171725273132,0.11536135524511335,0.18882155418396,smile
60,ar6UiTbuoSU,0.9101344347000122,0.02967539802193642,0.06019013747572899,smile
61,28YwvwneKoY,0.8900821805000305,0.04897615313529968,0.060941647738218314,smile
62,YHX4lUSGUBI,0.8036073446273804,0.11300625652074815,0.08338646590709686,smile
63,KmVG1Yx1kwQ,0.8760742545127869,0.03777168318629265,0.08615412563085556,smile
64,FQnJRVn3QVk,0.8995554447174072,0.03182898834347725,0.0686156302690506,smile
65,jp47GeO6k6Q,0.8426986336708069,0.06351890414953232,0.09378253668546677,smile
66,8QsH_xPQFqM,0.9108248949050904,0.024651492014527317,0.0645236149430275,smile
67,xTpr7piQu2M,0.4908199608325958,0.35601335763931274,0.15316662192344666,smile
68,bGtR3l_JeUo,0.8817793130874634,0.048904318362474435,0.06931646168231964,smile
69,1hx4vCChBlI,0.8608418107032776,0.04354555159807205,0.09561274200677873,smile
70,lcnWx5tiwhM,0.8981261849403381,0.03228750452399254,0.06958639621734619,smile
71,RN8uoBwRr1k,0.8826814293861389,0.03765058517456055,0.07966802269220352,smile
72,goOmZUwQYlA,0.9298006892204284,0.0268142893910408,0.04338502883911133,smile
73,KnE6u4hFx14,0.9149547219276428,0.02844909019768238,0.056596092879772186,smile
74,iR7UweUPeNw,0.8764134645462036,0.04119114950299263,0.08239541947841644,smile
75,5JC2trEXxhE,0.7503022551536559,0.12376384437084198,0.12593384087085724,smile
76,AG9qDVXEemc,0.7987066507339478,0.10701077431440352,0.09428266435861588,smile
77,3qxGj18nAR4,0.8462203145027161,0.06739608198404312,0.08638371527194977,smile
78,BpXkl4VdFhA,0.9114685654640198,0.031656958162784576,0.05687442421913148,smile
79,Gj_SlGSZFgA,0.8998605608940125,0.03098963387310505,0.06914987415075302,smile
80,vzXYz61U3Gk,0.5484701991081238,0.07118619978427887,0.38034358620643616,smile
81,koHs2-xKdEk,0.9031909108161926,0.031770817935466766,0.06503822654485703,smile
82,hEU_MnFTJ_c,0.7553266286849976,0.0540606901049614,0.1906127333641052,smile
83,tbsu-AWH-C0,0.8792914152145386,0.03310192003846168,0.08760660886764526,smile
84,MKHriv5r8pk,0.8882386088371277,0.0389200896024704,0.07284132391214371,smile
85,vml4hskxqtE,0.8480218052864075,0.08430226147174835,0.06767592579126358,smile
86,YFn3NtG4bJ8,0.8945590853691101,0.0327928327023983,0.07264812290668488,smile
87,F82kzN-ae3o,0.7752541303634644,0.06955519318580627,0.15519073605537415,smile
88,QjB3I4zaKRk,0.8481090068817139,0.08098030090332031,0.0709107369184494,smile
89,JXzk8G9aXI8,0.5668953061103821,0.13159412145614624,0.3015105724334717,smile
90,GsL8veaFW-s,0.39609259366989136,0.05025557428598404,0.5536518096923828,sob
91,khhxZRo527Q,0.6186946630477905,0.0517200194299221,0.3295853137969971,smile
92,oXTcmpnjdBk,0.8975188732147217,0.03414009511470795,0.06834107637405397,smile
93,DrlnrRQK84A,0.8661156296730042,0.04370658844709397,0.09017777442932128,smile
94,6rhLJ6T6NDI,0.8887055516242981,0.03738310188055039,0.07391136139631271,smile
95,Yvlmj0rtnpc,0.9197940230369568,0.026258401572704315,0.0539475604891777,smile
96,ysdw7cmigZM,0.733383059501648,0.08556859940290451,0.18104830384254456,smile
97,Q_KW4u0t07k,0.9174726009368896,0.03195357322692871,0.05057387053966522,smile
98,xX9PYIIgoEA,0.9132754802703856,0.028480721637606617,0.0582437589764595,smile
99,3LqQB4HV8qg,0.79670649766922,0.06529150903224945,0.13800202310085294,smile
100,nk44yPCN3gM,0.8854429125785828,0.041775111109018326,0.07278194278478622,smile
101,UcXVnupm0zk,0.3584054708480835,0.1887604743242264,0.4528340101242066,sob
102,LNDhIGR-83w,0.6372390389442444,0.1754845380783081,0.1872764378786087,smile
103,0a5YhsnITFE,0.8037770390510559,0.05306319147348404,0.14315974712371826,smile
104,qn515i8xr-4,0.9101733565330504,0.0317881852388382,0.058038394898176186,smile
105,fHKNO3DV78M,0.5981118679046631,0.30042198300361633,0.10146615654230118,smile
106,nX0NDmm1K1g,0.1925683170557022,0.6271268129348755,0.1803048998117447,angry
107,Oe9naV81gdY,0.8904012441635132,0.04120800644159317,0.06839076429605484,smile
108,53sqVjcdM4Q,0.8903768658638,0.03596177697181702,0.07366134971380234,smile
109,kzST_Q2Xbks,0.8804199695587158,0.03545209392905235,0.08412795513868332,smile
110,YwJyis4yOEA,0.8535088300704956,0.04567184671759605,0.1008194163441658,smile
111,-rn_R1aheK8,0.8901558518409729,0.048274029046297066,0.06157016754150391,smile
112,4OCcbUZuTUQ,0.8294032216072083,0.04515216872096062,0.12544469535350802,smile
113,arijxoU5nB0,0.9094263911247252,0.038431499153375626,0.05214212462306023,smile
114,6Taz7ZzPYeI,0.7715142369270325,0.057827156037092216,0.17065860331058502,smile
115,CiCT7NCP6BY,0.9158579111099244,0.02931104227900505,0.05483105778694153,smile
116,z9i14AlzWL0,0.9074323773384094,0.03095858171582222,0.06160903349518776,smile
117,lw68FF0GEX8,0.8423558473587036,0.04333992302417755,0.114304281771183,smile
118,gSc0o6xVnmY,0.9184857010841371,0.02245449461042881,0.05905982106924058,smile
119,YIlhmtpDjmo,0.8645666241645813,0.04442071169614792,0.09101269394159316,smile
120,8r1D-vNUWsg,0.8369230031967163,0.04495155811309815,0.11812545359134675,smile
121,6f-jjV5LJoE,0.5948289036750793,0.2946484386920929,0.11052263528108597,smile
122,QsUfsZzxi9c,0.7588281631469727,0.1436990648508072,0.09747277200222017,smile
123,THQH9QJKrIE,0.5402848720550537,0.3216736316680908,0.13804146647453308,smile
124,xCkpA4_H1x4,0.8843268752098083,0.04096779227256775,0.07470538467168808,smile
125,LI1hCQ-6P0Y,0.9029666185379028,0.029353583231568336,0.06767977029085159,smile
126,EukpxRuDUzA,0.8872883915901184,0.039550434798002236,0.07316119968891144,smile
127,Idp1xvmLPHo,0.9177173972129822,0.02674001269042492,0.055542636662721634,smile
128,A5RHu1lTv14,0.7673560976982117,0.09203577786684036,0.1406080722808838,smile
129,tqvEEqWGCyE,0.4605583548545837,0.08393251895904541,0.4555090963840485,smile
130,bpmGuPhGE0Y,0.8907564282417297,0.03827022016048432,0.07097329944372177,smile
131,XlOLx3fyf10,0.8259008526802063,0.06629132479429245,0.10780775547027588,smile
132,HkTTPu_p2ps,0.9076345562934875,0.02790124155580997,0.06446421146392822,smile
133,4UiaCC01Vwk,0.6193334460258484,0.07274343073368073,0.3079231083393097,smile
134,-n8IrFPSFCU,0.8596852421760559,0.04947745800018311,0.0908372700214386,smile
135,PORP0q8nThs,0.6186361908912659,0.14033979177474976,0.2410240471363068,smile
136,IxFMyYuPPyw,0.6464648842811584,0.2138645499944687,0.13967055082321167,smile
137,Of_C9g9O9KY,0.8815051913261414,0.03525971621274948,0.08323507755994798,smile
138,C8FzVistDHY,0.8055438995361328,0.10943765938282013,0.08501837402582169,smile
139,FU92piysGBg,0.7773579359054565,0.11584936827421187,0.10679273307323456,smile
140,6i01tOMgBDU,0.4301126897335053,0.2577406167984009,0.3121466338634491,smile
141,qzdGo7FBndA,0.8093249201774597,0.10704556107521056,0.0836295485496521,smile
142,rmn4F-K2RRI,0.8867920637130737,0.04483019933104515,0.06837775558233261,smile
143,JxAlZOn4QhM,0.8935136198997498,0.03459296375513077,0.07189344614744186,smile
144,8tze9Z33K5A,0.8983421921730042,0.029421409592032436,0.07223650068044662,smile
145,aAgJernobg8,0.8302869200706482,0.09565205127000807,0.07406101375818253,smile
146,dktW5r4ldyo,0.869024395942688,0.045257627964019775,0.08571796864271164,smile
147,Djy3WNLz_mM,0.5143314003944397,0.31429263949394226,0.17137591540813446,smile
148,JSAfPh1A25E,0.8549792766571045,0.038767505437135696,0.1062532365322113,smile
149,kz7gHA2N6nQ,0.8804410099983215,0.035514812916517265,0.08404412120580672,smile
150,f7rq3DeFZew,0.7679692506790161,0.05935324728488923,0.17267750203609467,smile
151,mBiWhzeZ_bU,0.8041672706604004,0.08058676868677139,0.11524594575166702,smile
152,CfHieQ0SwpA,0.9005362987518309,0.034152217209339135,0.06531155854463577,smile
153,Svvesc9dW2E,0.8202731013298035,0.06324008852243422,0.11648689955472945,smile
154,5N8YRren5Z4,0.8562759160995483,0.03889118507504463,0.10483290255069733,smile
155,qQ8domUSU7M,0.8712131381034851,0.04333429783582688,0.08545253425836563,smile
156,D-ocerKPufk,0.8156659007072449,0.08652511984109879,0.09780903160572052,smile
157,Dz3kroYIUkU,0.7915903329849243,0.07863610237836838,0.1297735869884491,smile
158,vrYcnMWWOeI,0.8700497150421143,0.03750995174050331,0.09244030714035034,smile
159,N2YxXgco_68,0.7951385974884033,0.1176803708076477,0.08718103915452957,smile
160,v97FPN2US2o,0.8611152172088623,0.03596457093954086,0.102920264005661,smile
161,cAtazIk1IYw,0.4413896501064301,0.08976037055253983,0.4688498973846436,sob
162,NYFHnIiA8gE,0.8041183352470398,0.06283576041460037,0.1330459862947464,smile
163,czwejgoH3zs,0.8710922598838806,0.0463704951107502,0.08253724873065947,smile
164,dO6YihaqtaQ,0.7346091866493225,0.16782404482364655,0.09756674617528917,smile
165,sSjtGqRXQ9Y,0.8548865914344788,0.046841192990541465,0.0982721820473671,smile
166,HM_fkwDB-Xg,0.8770317435264587,0.03498315438628197,0.08798503130674362,smile
167,9wjvPD4-RyE,0.907017171382904,0.029276218265295032,0.06370662897825241,smile
168,FnSr820S2Mk,0.38270553946495056,0.15649645030498505,0.4607979953289032,sob
169,Uxf0f27n-m4,0.6977516412734985,0.07994609326124191,0.22230231761932373,smile
170,Jpl5mWJG2Uo,0.910568356513977,0.02854498289525509,0.06088666245341301,smile
171,OpQlY2so3Mk,0.8503901362419128,0.04490866884589195,0.1047012209892273,smile
172,bdKm5hR2mBg,0.7984798550605774,0.054441988468170166,0.1470782309770584,smile
173,oxpQslt8x5s,0.6558129191398621,0.26778602600097656,0.0764010101556778,smile
174,ol4BJbIZHW4,0.5461999177932739,0.14155223965644834,0.3122477829456329,smile
